Minimum Similarity,Coverage,RMSE,Time
,0.99788,0.962357026217,115.491049051
0.15,0.99624,0.920445814375,101.16263485
0.3,0.98299,0.870516641331,77.7196497917
0.45,0.88589,0.843629526235,54.7910299301
0.6,0.58989,0.811820573967,41.0718369484
0.75,0.31654,0.74384164617,33.212831974
0.9,0.13819,0.736611706823,29.1222879887
